Q_WR,Q_GR,F_Rank,F_Point,F_Rd,F_Pd,Avg_Apps,Avg_Age,Avg_Famous,FS_0,FS_1,FS_2,FS_3,FS_4,FS_5,FS_6,FS_7,FS_8,FS_9,FS_10,FS_11,FS_12,FS_13,Result,home_rate
0.12,0.9333333333333336,6.0,-60.340000000000146,-2.0,17.0,0.6815399999999999,3.610000000000003,-1,-0.8400000000000034,-6.3600000000000065,-5.390000000000001,-2.1300000000000026,0.19000000000001194,-2.1599999999999966,-6.560000000000002,-5.850000000000001,2.269999999999996,-0.3999999999999986,-6.340000000000003,5.390000000000001,-5.549999999999997,-4.730000000000004,-1,0.0
-0.22000000000000003,-2.319858156028369,17.33,-148.6099999999999,18.83,-166.10999999999996,-0.57692,0.0,-15,-10.079999999999998,-10.000000000000007,-8.809999999999995,-10.93,-11.22999999999999,-9.920000000000002,-0.3100000000000023,-6.0,-5.270000000000003,-14.39,-1.460000000000008,-1.9599999999999973,-11.089999999999996,-3.3300000000000054,-1,0.0
0.13000000000000006,1.4054232804232805,-12.670000000000002,44.710000000000036,-23.67,132.70999999999992,0.30770000000000003,2.889999999999997,0,1.2600000000000051,-1.470000000000006,-3.6600000000000037,3.1600000000000037,3.1000000000000014,-3.309999999999995,-0.730000000000004,0.9599999999999937,-2.219999999999999,-1.0,-2.4200000000000017,2.990000000000002,0.3500000000000014,-3.5700000000000003,-1,0.0
0.24,1.6159090909090907,-11.0,138.66999999999985,-0.7500000000000001,-131.07999999999998,-0.03846000000000005,0.9200000000000017,5,6.319999999999993,3.0400000000000063,2.759999999999991,7.719999999999999,7.680000000000007,1.3200000000000003,3.680000000000007,3.1599999999999966,-3.4000000000000057,1.0,3.239999999999995,2.880000000000001,3.0999999999999943,2.6099999999999994,1,1.0
0.20000000000000007,1.6665302782324052,-2.33,13.829999999999927,7.42,-177.66999999999996,-0.2692399999999999,-0.9700000000000024,6,2.9200000000000017,4.530000000000001,6.079999999999998,5.219999999999999,3.8900000000000006,7.479999999999997,1.2600000000000051,3.450000000000003,-3.510000000000005,6.709999999999994,-0.28000000000000114,0.16999999999999815,2.980000000000004,-2.039999999999999,1,1.0
0.36000000000000004,3.046195652173913,-16.0,63.73000000000002,-41.33,306.73,-0.11538000000000004,0.5799999999999983,1,3.4200000000000017,2.760000000000005,3.980000000000004,3.8699999999999974,3.6000000000000014,10.909999999999997,7.0,1.8799999999999955,-4.769999999999996,3.6700000000000017,2.8499999999999943,1.0199999999999996,2.1199999999999974,3.6400000000000006,-1,0.0
0.12,-0.31871345029239784,-37.33,315.03999999999996,26.25,-445.96000000000004,0.69231,1.5700000000000003,3,6.569999999999993,7.900000000000006,5.210000000000001,7.22999999999999,6.840000000000003,8.86,3.2900000000000063,7.449999999999996,7.509999999999991,7.429999999999993,3.989999999999995,-2.0799999999999983,7.470000000000006,3.950000000000003,-1,0.0
0.06000000000000005,-0.8174229452054795,-55.33,263.68000000000006,30.0,-425.1500000000001,0.46154,0.3400000000000034,3,5.310000000000002,8.270000000000003,7.659999999999997,4.380000000000003,5.009999999999991,12.050000000000004,2.9799999999999898,1.8699999999999903,-0.38000000000000966,6.140000000000001,2.6700000000000017,-1.3800000000000008,7.490000000000002,9.380000000000003,1,1.0
0.09999999999999998,-0.7955882352941179,-12.329999999999998,44.61999999999989,4.34,-86.38,-0.038470000000000004,0.7699999999999996,0,0.35999999999999943,6.549999999999997,6.260000000000005,1.3900000000000006,1.3200000000000074,3.6700000000000017,-2.3700000000000045,-0.9200000000000017,0.6999999999999886,5.990000000000002,-0.3400000000000034,-8.000000000000002,4.509999999999998,2.6100000000000065,-1,0.0
0.06,-0.1430555555555555,-42.33,176.15999999999985,4.67,-296.84000000000003,0.15385000000000001,-0.38000000000000256,2,5.920000000000002,2.1000000000000014,3.3900000000000006,6.880000000000003,6.890000000000001,-1.6199999999999974,4.839999999999989,4.049999999999997,-0.01999999999999602,6.130000000000003,2.019999999999996,3.629999999999999,2.8299999999999983,-2.5,1,1.0
